Isbn,Name,Stars,Title,Date,Description
0380795272,Mishka Zakharin,2.0,"2.0 out of 5 stars
lacking feist's usual flair",06/12/2014,"Very disappointing...  I should have read the reviews before buying (based on a video game?!  I never would have bothered) -- but it was Raymond Feist, it was Midkemia, what could go wrong?...I loved the first 13 books.  The original Rift War quadrilogy, the trilogy of 'Mistress of the Empire', the Krondor's sons duology, and the Serpent War saga.  (And personally, I think Feist's greatest is his completely unrelated novel, Faerie Tale.)  But Krondor the Betrayal has a more primitive feel to it.  It seems more amateurishly contrived; before discovering the video game connection, I'd wondered if it was something he'd written from an earlier project that had been abandoned for awhile... there is a definite evolution to Feist's writing skills as the books go along -- but even Magician, though not as eloquently written as those that would follow, was a great, solid story.All that being said, I know what Feist is capable of -- so I'm not going to give up on him based on one weak link... though methinks I'll jump ahead in the chain a bit, skip these sort of ""flashback"" episodes thrown in belatedly, and move on to the Darkwar Saga... and hopefully all can be well with the world again."
0380795272,Kimberagame,1.0,"1.0 out of 5 stars
I loved Magician and the Riftwar so much",15/12/2016,"Feist's books went so downhill after the Riftwar Saga.  I loved Magician and the Riftwar so much, I was determined to read everything he wrote about this world.  Next in line was the Empire Trilogy, with Janny Wurts, which was absolutely amazing.  I now attribute every bit of that awesomeness to Wurts.  I couldn't wait to get back to Midkemia after the Empire Trilogy, but I've been nothing but disappointed with everything since.  The plot holes, the terrible writing, the boring stories, the horrendous editing - the same conversations happen multiple times between the same people with different outcomes and it's clearly meant to be the first time the conversation is had in both instances, they just forgot to edit out the conversation they decided not to go with.  This particular book is very superficial, very boring, and a complete waste of time.  I've been reading it for a year and still haven't managed to get through it.  I'm only still reading because I spent money on it, so I'm determined to finish.  I won't be reading any more of Feist's work."
0380795272,Kindle Customer,3.0,"3.0 out of 5 stars
It was okay...",15/09/2021,"Should have read this before the serpent wars, was an easy read more for middle schoolers but explained some things"
0380795272,eric floyd,3.0,"3.0 out of 5 stars
Rough",26/01/2018,My least favorite of his works.  Very linear and thing always seemed to barely work out in every encounter in a very predictable way.  Took me weeks to read when I finish most of his works in days.  Hope the next in series is better.
0380795272,Kindle Customer,5.0,"5.0 out of 5 stars
Another great book by Raymond!",24/05/2018,Another great book by Raymond! He really out does himself time and time again.  So much detail and the ability to weave characters together over such a vast time frame is an outstanding feat!!
0380795272,Sam F. Madonia,4.0,"4.0 out of 5 stars
The book is well written.",05/05/2019,A very good story.
0380795272,Nathan,4.0,"4.0 out of 5 stars
another amazing book",01/01/2014,I only wish it was longer and I shouldn't have waited to get into the series. I don't like the order the books were written but I will b reading them all
0380795272,Amazon Customer,5.0,"5.0 out of 5 stars
Great book and series.  The  characters really jump of the pages. Great read",22/05/2019,Story and the plot we masterfully done. It is a great series with many plots and storylines. I have been devouring these books./
0380795272,Kindle Customer,1.0,"1.0 out of 5 stars
Gods this one was bad.",18/03/2021,"I love Feist. I love the Riftwar series. But this one book stands as so amazingly bad. It was a chore to get through. I dont understand how he could drop the ball like this. It sounds like a high-school junior read the first for books and tried his best to write a follow up. Thank God it's over. I guess it's due to the fact that this one was a computer game first, then adapted into a novel? I am committed to reading the entire series, thats the only reason I made it to the last page."
0380795272,M. Ervin,5.0,"5.0 out of 5 stars
Riftwar is one of my all time fav series.",23/01/2019,A must read for anyone in this genre. Oh and read all in the series. You won't be disappointed.
1416949658,Nancy Brock,5.0,"5.0 out of 5 stars
the Dark is Rising",10/01/2024,I join a worldwide network every year at Midwinter for a Dark Is Rising Readathon.
1416949658,Constance Stanton,5.0,"5.0 out of 5 stars
Don't judge these books by the movie !!!",09/05/2008,"This series of books (especially, The Dark is Rising) is one of my favorites.  The recent movie, The Seeker, based on The Dark is Rising, did not do the book justice.  The moviemakers attempt to modernize the story, take out some of the mythological aspects, and add in some teenage angst trivialized the character of Will Stanton (the Seeker of the Signs), whose appeal is in part based on his dual nature as an ordinary 11 year old boy and the last of the Old Ones (immortals charged with the defending the Light against the Dark), and how he adjusts to being both at the same time.These books share some features with some of my other favorites:1)  Harry Potter books by JK Rowling;2)  Artemis Fowl books by Eoin Colfer;3)  Madeleine L'Engle's Time Quartet (A Wrinkle in Time, A Wind in the Door; A Swiftly Tilting Planet; Many Waters);4)  The Phantom Tollbooth by Norton Juster with great line drawings by Jules Feiffer;5)  Septimus Heap books by Angie Sage...Septimus, like Will, is a seventh son of a seventh son;6)  Edward Eager's books (Half-Magic, Magic or Not?, Seven-Day Magic, Magic by the Lake, Knight's Castle, The Well-Wishers, The Thyme Garden).I was less enthralled with the Chronicles of Narnia as a child and on re-reading them as an adult....they are a bit preachy...and I never have been able to read through the Lord of the Rings (though I loved the great unabridged audiobook version that I listened to in my car while commuting to work a few years ago prior to the release of the movies).Any of these books can be enjoyed as good stories with quests and adventures, good and evil, with lessons about assuming responsibility, the nature of friendship, perserverance, and loyalty thrown in for good measure.  More literate (usually older) folks can appreciate the linguistic and mythological underpinnings of the books.So if you enjoyed any of the other books I listed above but haven't read The Dark is Rising sequence, why not check it out?  But don't bother watching the movie."
1416949658,Marc D. Donner,4.0,"4.0 out of 5 stars
Over Sea, Under Stone was much better",03/01/2024,"Unlike other swords and sorcery books, this book offers no rule set that enables one to understand or anticipate the action.  Instead there were repeated episodes in which Will somehow intuits what he has to do and then just does it.  Pretty unsatisfying, all in all."
1416949658,PBI,5.0,"5.0 out of 5 stars
A classic of the genre",23/02/2014,"""The Dark is Rising"" is the second in the five-volume cycle of the same name by Susan Cooper, and it is here that the tale of the conflict between the Light and the Dark begins to take full shape.The focus this time is no longer on the three Drew children, but on Will Stanton, the youngest of nine children, living in Buckinghamshire.  On his 11th birthday, strange events begin to whirl about him as his small village is beset by a winter storm of historic proportions, animals become frightened and wary around him, and he can't walk past a radio without it breaking into screeches of incoherent static.  Worse than these odd, but ultimately non-threatening issues however, is the sense of deep dread that is descending on his home, and dire warnings that beings called The Walker and The Rider are abroad in the countryside.Will soon learns that he is no ordinary boy, and that he has a major role to play in a cosmic battle that has raged since man first began to walk the earth.  Beset by supernatural enemies, but aided by fierce allies and his own courage, Will must complete a quest that will keep the Dark from rising.The first book in ""The Dark is Rising"" sequence, ""Over Sea, Under Stone,"" was originally written as a one-off, but Ms. Cooper returned to the core ideas of that story and used it as a launching point for a more expansive arc, which begins here.  ""The Dark is Rising"" was a Newbery Honor Book when it was first published, and deservedly so; beautifully written, it is a classic of the genre, with well-composed characters, a sense of wonder, and enough dread based on old English and Celtic mythology to make for a gripping read."
1416949658,Dave (D.J.) Butler,5.0,"5.0 out of 5 stars
What Harry Potter Is Missing",30/11/2001,"Let's leave aside the question what J.K. Rowling may have pilfered from this classic (on his 11th birthday, the boy discovers he has magical power; his scar wards off evil; etc.).  What do the books of the Dark Is Rising sequence have that Harry Potter does not?1. Mythos.  The Dark Is Rising sequence comes complete with its own universe, myths, cosmic clashes and even eschatology.  Like Tolkien's Lord of the Rings, the Dark Is Rising lives and breathes in a very complete world.In fact, Cooper's mythology is adapted (and not adapted very much) from genuine British folklore and myth.  Herne the Hunter, the Drowned Hundred, the Holy Grail, etc.This gives the books a very ""real"", very British feel to them and a lot of depth.  It also means that enjoyment of these books translates quite easily into an interest in British and Celtic history and myth.2. Ethos.  Will Stanton comes into his powers and inherits grave, serious responsibilities.  The Light is engaged not in frivolous games involving broomsticks, but an eternal battle against the forces of the Dark, which seek to destroy humanity.  The Light is love and self-sacrifice; the Dark is hatred and exploitation.3. Just Plain Good Writing."
1416949658,Spacelifter,3.0,"3.0 out of 5 stars
Interesting but unnecessarily long",25/06/2023,"I read this to my three kids. We had already read the first book. This book started off very suspenseful and interesting, but it seemed to drag out as it went. I feel it could be much shorter without losing anything important. So much of the writing is descriptive rather than dialogue and that gets really boring to read, especially for kids. Pages and pages without anyone talking, just describing scenery and feelings. It was kind of relief to be done with and I don't think we'll read the third. There are much longer books that hold our interest better, so it's not the length that made us lose interest."
1416949658,Doctor Who,5.0,"5.0 out of 5 stars
Audio Book of ""The Dark Is Rising"" is Exciting",31/01/2010,"I have previously read all of the books in the ""Dark is Rising"" Sequence, and recently decided to buy the audio books for my youngest son, who is 12. The audio book of ""Over Sea, Under Stone"" is good but takes a long time to build up and get the listener's attention. But the audio book of ""The Dark is Rising,"" which is also unabridged, has a good reader, and moves quickly into the plot and keeps the listener engaged. Comparing it to the film ""The Seeker,"" you can see how the film telescopes the plot of several novels in the series and leaves a lot out. If you enjoy listening to audio books with your children or on your own, I recommend getting this series, but starting with this one, since the sequence of the first two books can be reversed without interfering with the cumulative plot. Thereafter I would follow them in sequence. I like the fact that these books, and many other young adult novels, are unabridged, because in these books every word often tells. Whereas I don't mind abridged adult thrillers, since they are usually not that well written in any event, and you listen to them for the plot while on a long trip."
1416949658,Adam Wight,4.0,"4.0 out of 5 stars
A hallmark of my childhood, doesn't quite live up to my memory of it",14/07/2014,"As a child, I loved this book.  It felt like a great journey into a magical world all around us, a journey we took through the eyes of the protagonist Will Stanton.  When I recently re-read the book with my daughter, I found that it didn't quite live up to my memories of it.  The sense of discovering a hidden side to our world is by far the strongest part of the novel, but reading it now I found the characters to be extraordinarily passive, particularly the main character Will.  Throughout most of the novel he is drawn from place to place, and events bring to him a steady stream of allies, enemies, learning, and treasure--but we rarely see Will taking active steps to control the events around him.  Even his allies seem to spend most of the novel waiting for the right time or events--almost all the initiative in this book is taken by The Dark--but we get to see them very little, and understand them even less.  The result is that when you put the novel down, you may feel like you just saw an interesting landscape--but it is hard to find the conflicts in the story, or the protagonist's response to them, that could have any parallel in real life.Nevertheless, I've awarded it four stars, mostly because of how strongly the book stood out in my mind for so many years.  The sense of excitement at finding hidden depths in our world, of reading a book that could teach you all you need to know of magic in one sitting, of the beautiful and elemental signs, of a race of Old Ones who lived alongside us but carried the memories of a conflict that had spanned millenia--all these and more were fantastic bits of worldbuilding that I now wish had been accompanied by a stronger storyline."
1416949658,audrey frances,4.0,"4.0 out of 5 stars
second in the fantasy series for middle readers",12/01/2002,"Will Stanton is the seventh son of a seventh son -- which means he lives in a crowded, noisy family! As the book opens, Will is excited about his approaching eleventh birthday, but he is also alarmed by strange goings on in the neighborhood -- the birds are acting strangely and none of the family's animals will approach him. Soon Will learns why these things are happening. He is about to be indoctrinated into his rightful position as the last of the Old Ones -- an ancient race that has been protecting the world from the conquest of evil. Now it's Will's turn to shoulder some of the burden and participate in the struggle. That's an awful lot for an 11-year old to take on! But Will is not alone. He meets others who will help him, in particular Merriman, a gruff but kindly mentor figure.""This night will be bad. And tomorrow will be beyond imagining."" Susan Cooper is a gifted writer and she sets a mood of foreboding creepiness right from the beginning. While there is an almost constant aura of menace, there is minimal violence, and Will constantly learns lessons of bravery, honor, and the importance of knowledge and learning. Sort of H. P. Lovecraft meets the Hardy Boys.I agree with some criticism that there is too little struggle and problem solving involved in actually getting the six signs Will needs to find, but the story is still strong and a worthwhile read for middle readers."
1416949658,EXW,4.0,"4.0 out of 5 stars
A Well Written Book, Recommended",08/03/2014,"'The Dark is Rising', the second book in the 'Dark is Rising' series, is a very popular book, and highly recommended by my families and friends. I purchased this book based on the glowing reviews written by other delighted customers on this website and store, Amazon, and this book has lived up to my expectations.  After reading this book, I now understand why most of the trustful customer reviews highly praise this particular book, 'The Dark is Rising'. This book is well written and has many descriptive passages, so it did not surprise me that the writer, Susan Cooper studied J.R.R. Tolkien's ( ""Lord of the Rings"" ) writing style in his passages.  However, along with it's well written passages and it's skillfully woven myths, this book is relatively simple with no good vocabulary, so I would definitely NOT reccomend using the writing in this book in any way before an exam or test.  But overall, I would recommend reading this book for fun or leisure. Happy Reading!F. Wu"
1416949658,annie,5.0,"5.0 out of 5 stars
Wonderful Book and Series",04/04/2022,I enjoyed this book (and series) as a child and as an adult. It's an epic story of good (the Light) trying to triumph over evil (the Darkness). It's about the  characters who must play their part in helping the Light prevail against the rising Darkness. And the sacrifices that sometimes must be made.There are five books in this series. I recommend reading them all in order.
1416949658,JengaJ,2.0,"2.0 out of 5 stars
Well written, but ultimately disappointing",20/08/2009,"I purchased this book based on the strength of the glowing reviews on Amazon, which usually are a reliable guide.  I enjoy good fantasy fiction, and was looking forward to a different take on familiar story lines in this novel.The writing, plotting, and characterization are all strong - the author is clearly skilled at her craft.  However, I found the novel, ultimately, to be an unsatisfying experience, which failed to live up to the strong reviews, and not worth the time I invested in the book.While I found the main character sympathetic, there were several elements that just didn't work for me - they didn't draw me in fully.  First, the main character - a young boy - transforms himself too quickly and painlessly to a more knowing state.  One expects something more of a coming of age tale, and one does not get it.  He magically acquires the knowledge he needs. OK.... so perhaps he will make some mistakes given his youth and inexperience? Perhaps his emotions will get the better of him and lead to some crisis that will keep our interest?  Not really...  Things proceed a bit too smoothly for our hero, for my tastes.Second, the ""villain""/antagonist of the work is amorphous - it is... the ""dark.""  It takes on human or animal form on occasion, but the reader doesn't develop any real sense of dread from ""the dark,"" and no real feel for an the intelligence/plan at work behind this force.  The suspense wasn't there for me - I'll just say even when ""the dark"" succeeds, it feels ... generic, not personal.So, while the author had some original elements mixed together in creative ways, she did not tie them together into a tight narrative that pulled me along.  I would say this is more for long-time fantasy fans, rather than general readers with an interest in fantasy."
1416949658,dmproper,5.0,"5.0 out of 5 stars
Amazing series. I loved these books as a kid, I still love them now.",15/01/2021,"Susan Cooper's ""The Dark Is Rising"" series was my favorite as a young teen.  Now that my son has started reading them, I'm reading them again, too.  But honestly, I've re-read them several times in the years in between as a mature adult.  Wonderful!  A bit simpler than the Harry Potter books, this imaginative and exciting series is great for kids around the age of 11, the same age as Will in the story.  Start with Book 1 ""Over Sea, Under Stone"" if possible.  The series is best read in sequence for maximum enjoyment."
1416949658,homer,4.0,"4.0 out of 5 stars
fast paced story",06/05/2022,A lot is happening in this book.  It’s good but hard to catch your breath and then it’s over. Thanks
1416949658,S. Christensen,5.0,"5.0 out of 5 stars
OK---One of my faves!",27/07/2004,"On the eve of his eleventh birthday, Will Stanton's world began to change, drawing him into a legacy that would change his life--and the story of the long conflict between the Light and Dark for the fate of the world.For he was the last of the Old Ones, quasi-immortals born to keep the world from domination from the Lords of the Dark. And in his time of learning, from the strangeness of his birthday eve to the worst danger on MidWinter's eve, he set in motion a quest for the six great Signs of the Light that alone could save the world from domination by the last and greatest rising of the Dark.I adore this series, and this is one of the best written books in it. I'm fascinated by Will's double nature and enjoy characters like Merriman, Hawkins. And I'll never listen to Greensleeves again without thinking a little of the chimes of doors of time, or the hint of Paul playing a very old flute.Marvelous.This is a sequel to Over Sea, Under Stone."
1416949658,Burgell,4.0,"4.0 out of 5 stars
One of the first fantasy books I read as a child",20/02/2018,"While some of the language has dated, I still enjoyed re-reading this book 30 odd years after I first read the series. As an adult I found it a little repetitive in places and preferred the first book in the series Over Sea Under Stone. As a Brit I love the references to British folklore and legend, and as a child it captured my imagination and made me long for a quest of my own. I look forward to introducing my nephews to the series when they're a few years older."
1416949658,Dr. S,4.0,"4.0 out of 5 stars
More sophisticated than most YA",28/06/2021,"Using more sophisticated language and description than most young adult literature, this book told a very vivid descriptive story. It made me want to learn more about mythical stories related to Twelfth Night"
1416949658,CM Mills,5.0,"5.0 out of 5 stars
Longtime Favorite",12/06/2013,"I first read this book probably about twenty years ago and it has stood the test of time.  I've bought countless copies of it to give to friends and family and wanted one for the Kindle.I've always been a reader and very much enjoyed this when I was in the target age group, then again when I was in the last few years of high school, and continue to enjoy it as an adult.Cooper writes an epic fantasy series weaving in British mythology with modern characters.  A highlight of my adult life was heading to Wales and seeing Lake Llyn and Cader Idris!Though this book is the second in the series, it does stand alone as a starting point (and is, in fact, the one I originally started with).  I prefer the books from this point as I prefer Will to the other children in the books."
1416949658,Jonathan,5.0,"5.0 out of 5 stars
A good novel",09/06/2018,"I found it compelling. There were a few passages I'd have liked phrased differently, they were a little awkward or obscure. I can practically guarantee everyone thought that but of different passages. It's that sort of book. However, it doesn't get in the way of anything.I would recommend the series. This is no Harry Potter, though, so anyone expecting that sort of fantasy will be disappointed or at least confused. Nor is this Tolkienesque. It belongs to an entirely different genre of fantasy tradition. It's hard to pin down, except that I'm sure anyone who enjoys fantasy literature would enjoy this."
1416949658,calicojane,5.0,"5.0 out of 5 stars
Great quality",28/01/2022,"The books were exactly as stated, practically new! Great packaging too. This was the edition of the books I first read as a child and it was wonderful to be able to find this specific edition of these books again."
1857231082,Dave,5.0,"5.0 out of 5 stars
Unicorns rule!",11/09/2023,I've now read this book for the 3rd time. Still great and can't wait to finish the series again!This series is what got me into reading in the first place. Love Terry Brooks.
1857231082,Natalie,5.0,"5.0 out of 5 stars
Best book ever!",28/03/2023,I love this series. This is book 2. Great fantasy.
1857231082,Jaime Vendera,4.0,"4.0 out of 5 stars
Good read",05/12/2008,"I feel like all I do is give Terry 5 stars when I rate his books, so if I had to give a 4 star, it would be to the Black Unicorn. Why? It's probably my least favorite in the Landover series. I just finished reading it for the second time and although I thoroughly enjoyed it, it just didn't grab me as much as the other books in the series. It reminded me of books like The Last Unicorn and Alice in Wonderland. I am saying this in reference to the Unicorn and Cat charachters in the book. I think Terry was trying to revive some of our old childhood stories and present elements of them in a new light. Still, I loved the book, just not as much as the others:)This book also turned me against Willow's father. (Really have harsh feeling for him after 'Wizard at Large, haha.)I will add though that any new readers to the Landover series, will love this book and if you are a fan of the Shanara series, you'll like how the Landover series isn't actually setup like a trilogy, where one book continues into another. They are all chronoligical, but each book presents new adventures, so be prepared for fun, suspense and excitement."
1857231082,D. S. Jr.,5.0,"5.0 out of 5 stars
oldie but goodie",26/09/2013,"Started the Landover series in 1985 but never finished. Don't really remember why. Could have been that I considered the Shannara saga more appealing at the time or had started reading Salvatore or Jordan books. Either way, after almost 30 years I picked this series of Brooks books back up. Magic Kingdom was better than I remembered (except for the too often use of the ""in style"" use of 80's foul language in a fantasy novel) and this book The Black Unicorn was even better. I am now reading Wizard at Large and am probably 1/3 through that book and at the moment am not nearly as taken as I was reading The Black Unicorn."
1857231082,Chris Juarez,5.0,"5.0 out of 5 stars
Masterfully crafted tale.",06/12/2020,"Brooks, as always, is a master at capturing wild magic and rendering from it a fantastic world, capturing our hearts and imaginations and only he can."
1857231082,Daveg,5.0,"5.0 out of 5 stars
More than satisfied with this purchase.",30/09/2020,"The book was in better condition than I expected for a used book, like it had been read once and put on a shelf until I bought it."
1857231082,JD,3.0,"3.0 out of 5 stars
Great book in series - Kindle version still plagued with errors",05/07/2009,"I read the entire Landover series years ago and was happy to see them in Kindle format. I finished the first one - Magic Kingdom for Sale - Sold! and was very disappointed at all the spelling & formatting errors, but since it was free, I couldn't complain too much, right?So I purchased ""The Black Unicorn"" - Kindle version. Again, on just about every other page there are misspelled words, formatting errors, strange characters (print type, not story type.) I'm really shocked at how poorly these things have been converted to Kindle format.As a comparison, I read the Kindle version of the first Shannara trilogy and don't remember any errors, if there were, they were few.I've written Amazon, got the standard canned (thank you for your feedback) response and also wrote to the publisher - Del Rey but haven't received a reply yet.I'm taking 2 full stars off this time for the poor conversion to Kindle format. The book is great but since I'm reviewing the Kindle version, it loses points.I just ordered the 3rd one in the series (stupid, I know) but I'm curious to see if there are still errors. If so, I may ask for a refund.To summarize: Great book, poor conversion to Kindle format."
1857231082,S Jones,4.0,"4.0 out of 5 stars
A Light Read",25/06/2020,"This is more written for young teens than adult and as such, is a light read. The plot doesn't get too in depth, but still remains enjoyable as long as your not expecting something intense"
1857231082,LUKE P. ADAMS,4.0,"4.0 out of 5 stars
not as good as the first, but still bloody good",21/11/2013,"I read the first book because my brother suggested to do so. I pick up this, the second, immediately after finishing the first. This is a great book, but not quite as good as the first. This might just be because I didn't give the first book enough time to settle in my mind before reading the first, or maybe letting enough time pass may weaken this one even more.Whatever the case, I recommend it and will soon be engrossed in the third book in this series."
1857231082,KB,5.0,"5.0 out of 5 stars
Tottally enjoy Terry Brooks books.",12/03/2020,They bring back the wonders of make believe. The ideals of good winning over evil. Purity of the wonders of childhood.
1857231082,Tabi,5.0,"5.0 out of 5 stars
His is my favorite character in the series so far",11/05/2017,"In this book of the series, several characters display new characteristics that are surprising and interesting. This is also the first book that a unique fairy creature appears. His is my favorite character in the series so far. My husband and I love this series."
1857231082,Wayne A Smith,3.0,"3.0 out of 5 stars
The Standard Fare",01/08/2015,"Familiar tropes are comforting, precisely because they are familiar. This is standard fare to be sure. But if it's well done, that's not necessarily a bad thing. And this is well done. The repetitive nature of the emotional set building is all that prevents me from giving it four stars. Five stars would be for something truly transformative. If you love magical fantasy. This is definitely worth your time and attention."
1857231082,suzanne jenkins,5.0,"5.0 out of 5 stars
My favorite series since I was 11 years old. I'm 38 now and I still love it!",01/10/2017,"Easy to read, great pace, magical,magical,magical! I love Terry Brooks.  Why do reviews require so many words? I just wanted to give my 5 stars, because I love these books, not write an essay about them."
1857231082,L Ryman,4.0,"4.0 out of 5 stars
Four Stars",04/07/2018,did not love as much as the Shannara series
1857231082,Florida Essential Oil Expert,5.0,"5.0 out of 5 stars
I love Terry Brooks' books!",26/06/2015,"I love all of Terry Brooks' books!  I have almost read all of them.  I feel like I know these characters and miss them when not reading about them.  I know, sounds crazy, but he really gets you involved in the book."
1857231082,CHERYL,4.0,"4.0 out of 5 stars
LANDOVER SERIES",06/09/2012,THIS IS A GREAT READ.I HAVE REALLY ENJOYED READING ABOUT BEN AND HIS NEW LIFE. SOME OF IT IS PREDICTABLE BUT THERE'S ALSO SOME SURPRISES THAT COME ALONG. RECOMMEND READING THIS ONE.
1857231082,Kindle Customer,5.0,"5.0 out of 5 stars
Good twists!",22/01/2018,"It's an old series, but better than any new novel/series I have read in a long time!  It was a lot of fun!"
1857231082,Jerry Amacher,5.0,"5.0 out of 5 stars
THE BEST !",16/06/2015,"This was-is a beautiful book and I APPRECIATE your courtesy and SPEED getting it to me!  I am VERY PLEASED with your service, product, price and your people ! THANK YOU! I look forward to doing business with you again SOON!"
1857231082,George R. Park,5.0,"5.0 out of 5 stars
Black Unicorn",02/02/2013,This is a real page turner.  You are kept in suspense throughout the entire book wondering what will happen to the Unicorn.  In the end it is a real surprise and along the way Terry Brooks introduces many new characters into the action.  Well done.
1857231082,Heather F,4.0,"4.0 out of 5 stars
Love Terry Brooks",24/09/2013,"This hard to find book, was definitely worth the search.  I have read many Terry Brooks books, and this one does not disappoint."
0553803700,J. Sexton,5.0,"5.0 out of 5 stars
Great classic SF",03/12/2023,"A classic work of science fiction, I, Robot is a collection of short stories. Each story is narrated by Dr. Susan Calvin on the eve of her retirement. Most of the stories have a logic puzzle: why is the robot behaving in this fashion. It was fun to reread these and find myself just as fascinated as I was in high school. The book does make me question the state of the world as we stand on the edge of a world with AI.I would strongly recommend this book to any fan of science fiction."
0553803700,Just Jon,4.0,"4.0 out of 5 stars
mostly holds up",27/07/2023,"These stories were written in the 1940s.Yup, there’s plenty of stuff in here that hasn’t aged terribly well. But good gravy, Asimov is prescient about so many things. His insights into what life might be like in our time is pretty sweet. He gets a lot wrong and a lot more right about the implications of AI on work, governance, culture, that gamut.The characters are thin, but that’s true of 95% of the sci-fi and fantasy genres."
